Name,Probe_Name,Accession
hHC023166,hcm3^^scl0222^scl0222.1_13^exon_600^-27.8^517^222,NM_000695.2
hHR023167,hcm3^^scl00000222052^scl00000222052.1_71^exon_600^-27.8^459^222052,XM_496869
hHC023168,hcm3^^scl0222663^scl0222663.21_22^exon_1400^-27.8^1348^222663,NM_152753.2
hHC023169,hcm3^^scl35913^scl35913.9_24^exon_800^-27.8^706^23027,NM_015012.1
hHC023170,hcm3^^scl02307^scl02307.1_27^exon_400^-27.8^303^2307,NM_004118.3
hHC023171,hcm3^^scl4079^scl4079.22_13^exon_800^-27.8^717^23380,NM_015326.1
hHC023172,hcm3^^scl47214^scl47214.6_1^exon_800^-27.8^729^23475,NM_014298.3
hHR023173,hcm3^^scl0000023590^scl0000023590.1_56^exon_1000^-27.8^874^23590,NM_014317
hHC023174,hcm3^^scl57004^scl57004.25.18_72^island_1600^-27.8^1454^23613,NM_183047.1
hHC023175,hcm3^^scl47396^scl47396.10.1_31^island_400^-27.8^300^26063,NM_020664.3
hHC023176,hcm3^^scl46748^scl46748.12.1_7^island_1400^-27.8^1324^26470,NM_012410.1
hHC023177,hcm3^^scl02677^scl02677.1_22^exon_800^-27.8^779^2677,NM_000821.3
hHC023178,hcm3^^scl13091^scl13091.8.1_57^island_600^-27.8^474^26998,NM_014375.2
hHC023179,hcm3^^scl027127^scl027127.4_27^exon_400^-27.8^365^27127,NM_148674.2
hHC023180,hcm3^^scl027153^scl027153.1_36^exon_400^-27.8^218^27153,NM_015694.1
hHC023181,hcm3^^scl4756^scl4756.11.1_0^island_400^-27.8^336^27293,NM_014474.2
hHC023182,hcm3^^scl02771^scl02771.8_34^exon_600^-27.8^496^2771,NM_002070.2
hHC023183,hcm3^^scl36304^scl36304.3.1_12^island_800^-27.8^718^2785,NM_012202.1
hHC023184,hcm3^^scl02794^scl02794.1_206^exon_400^-27.8^124^2794,NM_005275.2
hHR023185,hcm3^^scl002821^scl002821.1_272^exon_400^-27.8^58^2821,NM_000175
hHR023186,hcm3^^scl00000284890^scl00000284890.1_56^exon_800^-27.8^674^284890,XM_208261
hHR023187,hcm3^^scl00285122^scl00285122.1_134^exon_600^-27.8^396^285122,BC033385
hHR023188,hcm3^^scl00000285593^scl00000285593.1_20^exon_600^-27.8^510^285593,BC033564
hHR023189,hcm3^^scl00000286404^scl00000286404.1_30^exon_1400^-27.8^1300^286404,XM_210826
hHC023190,hcm3^^scl02878^scl02878.5_325^exon_400^-27.8^5^2878,NM_002084.2
hHC023191,hcm3^^scl029907^scl029907.8_138^exon_400^-27.8^192^29907,NM_147777.2
hHC023192,hcm3^^scl18031^scl18031.19.1_51^island_400^-27.8^280^3101,NM_002115.1
hHC023193,hcm3^^scl03128^scl03128.5_61^exon_1000^-27.8^869^3128,NR_001298.1
hHC023194,hcm3^^scl25802^scl25802.12.1_29^island_600^-27.8^549^3268,NM_006076.3
hHC023195,hcm3^^scl50307^scl50307.6_403^exon_800^-27.8^327^339230,XM_375500.2
hHR023196,hcm3^^scl00000344988^scl00000344988.1_49^exon_400^-27.8^281^344988,XM_293671
hHC023197,hcm3^^scl0347733^scl0347733.2_9^exon_400^-27.8^332^347733,NM_178012.3
hHC023198,hcm3^^scl40454^scl40454.15.1_112^island_400^-27.8^103^348013,NM_182614.2
hHC023199,hcm3^^scl51714^scl51714.10.1_18^island_600^-27.8^513^3613,NM_014214.1
hHC023200,hcm3^^scl0386678^scl0386678.1_317^exon_400^-27.8^13^386678,NM_198692.1
hHR023201,hcm3^^scl00386746^scl00386746.1_10^exon_400^-27.8^82^386746,AY255583
hHC023202,hcm3^^scl0388428^scl0388428.6_130^exon_400^-27.8^0^388428,NM_207389.1
hHR023203,hcm3^^scl00000389364^scl00000389364.1_58^exon_400^-27.8^272^389364,XM_371796
hHR023204,hcm3^^scl00000389827^scl00000389827.1_255^exon_400^-27.8^75^389827,XM_372180
hHR023205,hcm3^^scl00000390349^scl00000390349.1_26^exon_400^-27.8^219^390349,XM_372472
hHR023206,hcm3^^scl00000390386^scl00000390386.1_51^exon_400^-27.8^279^390386,XM_497367
hHR023207,hcm3^^scl00000390880^scl00000390880.1_220^exon_400^-27.8^110^390880,XM_372707
hHC023208,hcm3^^scl59510^scl59510.2.1_6^island_800^-27.8^760^3956,NM_002305.2
hHC023209,hcm3^^scl03980^scl03980.19_30^exon_800^-27.8^797^3980,NM_002311.2
hHR023210,hcm3^^scl00000402382^scl00000402382.1_185^exon_400^-27.8^145^402382,XM_378090
hHC023211,hcm3^^scl04150^scl04150.5_0^exon_800^-27.8^810^4150,NM_002383.1
hHC023212,hcm3^^scl62038^scl62038.13.1_87^island_800^-27.8^644^4354,NM_002436.2
hHC023213,hcm3^^scl0439^scl0439.6_5^exon_400^-27.8^376^439,NM_004317.2
hHR023214,hcm3^^scl00000440335^scl00000440335.1_45^exon_400^-27.8^285^440335,XM_498632
hHR023215,hcm3^^scl00000441507^scl00000441507.1_16^exon_1400^-27.8^1314^441507,XM_497134
hHR023216,hcm3^^scl00000442274^scl00000442274.1_181^exon_400^-27.8^149^442274,XM_498159
hHR023217,hcm3^^scl00000442671^scl00000442671.1_76^exon_400^-27.8^254^442671,XM_499415
hHC023218,hcm3^^scl36517^scl36517.49.1_27^island_1200^-27.8^1152^4587,XM_039877.11
hHC023219,hcm3^^scl55385^scl55385.4.1_12^island_400^-27.8^319^5050,NM_002573.2
hHC023220,hcm3^^scl13253^scl13253.8.1_78^island_600^-27.8^453^50512,NM_015720.1
hHC023221,hcm3^^scl051002^scl051002.2_45^exon_400^-27.8^218^51002,NM_016058.1
hHC023222,hcm3^^scl55035^scl55035.3.39_12^island_1200^-27.8^1132^51257,NM_001005416.1
hHC023223,hcm3^^scl47177^scl47177.4.1_119^island_400^-27.8^212^51327,NM_016633.2
hHC023224,hcm3^^scl051333^scl051333.2_113^exon_1000^-27.8^817^51333,NM_016643.1
hHC023225,hcm3^^scl28209^scl28209.11.1_24^island_1200^-27.8^1189^51606,NM_213619.1
hHC023226,hcm3^^scl56933^scl56933.2_353^exon_800^-27.8^377^54345,NM_018419.2
hHC023227,hcm3^^scl9532^scl9532.24.1_1^island_400^-27.8^277^547,NM_004321.4
hHC023228,hcm3^^scl055846^scl055846.12_3^exon_600^-27.8^527^55846,NM_018463.2
hHR023229,hcm3^^scl005670^scl005670.1_91^exon_600^-27.8^439^5670,NM_031246
hHC023230,hcm3^^scl42656^scl42656.1.26_26^island_600^-27.8^574^5687,-
hHR023231,hcm3^^scl0000056947^scl0000056947.1_175^exon_800^-27.8^555^56947,NM_020194
hHC023232,hcm3^^scl057176^scl057176.11_5^exon_400^-27.8^373^57176,-
hHC023233,hcm3^^scl35734^scl35734.3_28^exon_800^-27.8^321^572,NM_032989.1
hHC023234,hcm3^^scl057510^scl057510.1_10^exon_1600^-27.8^1533^57510,NM_020750.1
hHC023235,hcm3^^scl57372^scl57372.5_33^exon_800^-27.8^697^58476,NM_021202.1
hHC023236,hcm3^^scl35730^scl35730.29.1_166^island_400^-27.8^165^5871,NM_004579.2
hHC023237,hcm3^^scl54981^scl54981.5.1_5^island_1200^-27.8^1155^5886,NM_005053.2
hHC023238,hcm3^^scl16082^scl16082.23.1_92^island_400^-27.8^239^6002,NM_198430.1
hHC023239,hcm3^^scl0632^scl0632.1_3^exon_400^-27.8^407^632,NM_199173.2
hHC023240,hcm3^^scl9843^scl9843.14.1_68^island_400^-27.8^263^6344,NM_002980.1
hHC023241,hcm3^^scl32675^scl32675.72.1_107^island_800^-27.8^624^64072,NM_022124.2
hHC023242,hcm3^^scl59382^scl59382.5_314^exon_800^-27.8^416^65078,NM_023004.5
hHC023243,hcm3^^scl4314^scl4314.30.1_63^island_800^-27.8^668^65123,NM_023015.3
hHC023244,hcm3^^scl06520^scl06520.9_4^exon_400^-27.8^326^6520,NM_002394.4
hHC023245,hcm3^^scl54927^scl54927.15_234^exon_800^-27.8^496^6528,-
hHC023246,hcm3^^scl06667^scl06667.1_4^exon_7400^-27.8^7422^6667,NM_138473.2
hHC023247,hcm3^^scl06794^scl06794.10_119^exon_600^-27.8^411^6794,NM_000455.4
hHC023248,hcm3^^scl61554^scl61554.6.1_5^island_400^-27.8^326^6855,NM_003179.2
hHC023249,hcm3^^scl12537^scl12537.5.1_42^island_1400^-27.8^1289^7066,NM_199228.1
hHC023250,hcm3^^scl07168^scl07168.3_1^exon_2800^-27.8^2768^7168,NM_001018004.1
hHC023251,hcm3^^scl07783^scl07783.4_3^exon_400^-27.8^363^7783,NM_003460.1
hHC023252,hcm3^^scl49924^scl49924.1.49_28^island_1400^-27.8^1315^79170,NM_024320.2
hHC023253,hcm3^^scl36292^scl36292.6_517^exon_800^-27.8^213^79829,-
hHC023254,hcm3^^scl080194^scl080194.1_31^exon_400^-27.8^237^80194,NM_025124.1
hHC023255,hcm3^^scl26099^scl26099.27_127^exon_800^-27.8^603^80727,NM_025250.2
hHC023256,hcm3^^scl083542^scl083542.1_83^exon_400^-27.8^247^83542,-
hHC023257,hcm3^^scl083590^scl083590.1_142^exon_400^-27.8^188^83590,NM_031434.2
hHC023258,hcm3^^scl18615^scl18615.15.1_7^island_400^-27.8^324^84249,NM_032289.1
hHR023259,hcm3^^scl0084504^scl0084504.1_215^exon_400^-27.8^115^84504,NM_177400
hHC023260,hcm3^^scl084536^scl084536.2_6^exon_400^-27.8^393^84536,NM_058188.1
hHC023261,hcm3^^scl36393^scl36393.5.1_0^island_1400^-27.8^1356^84680,NM_032592.1
hHC023262,hcm3^^scl084937^scl084937.3_30^exon_3000^-27.8^2990^84937,NM_032268.3
hHC023263,hcm3^^scl57398^scl57398.13.1_202^island_400^-27.8^129^85366,NM_033118.2
hHC023264,hcm3^^scl13103^scl13103.23.1_5^island_600^-27.8^526^8646,NM_177978.1
hHC023265,hcm3^^scl5899^scl5899.3.1_3^island_800^-27.8^695^8784,NM_004195.2
hHC023266,hcm3^^scl08906^scl08906.3_18^exon_400^-27.8^394^8906,NM_003917.2
hHC023267,hcm3^^scl090271^scl090271.1_22^exon_600^-27.8^565^90271,-
hHC023268,hcm3^^scl091074^scl091074.34_28^exon_400^-27.8^339^91074,NM_052997.1
hHC023269,hcm3^^scl09135^scl09135.14_0^exon_3200^-27.8^3182^9135,NM_004703.3
hHC023270,hcm3^^scl44196^scl44196.15.1_4^island_400^-27.8^327^9543,-
hHC023271,hcm3^^scl09615^scl09615.15_14^exon_1800^-27.8^1714^9615,NM_004293.2
hHC023272,hcm3^^scl47029^scl47029.20.1_1^island_1200^-27.8^1182^9785,NM_014003.3
hHR023273,hcm3^^scl000009804^scl000009804.1_111^exon_1800^-27.8^1619^9804,NM_014765
hHR023274,hcm3^^scl009922^scl009922.1_181^exon_400^-27.8^149^9922,NM_014869
hHC023275,hcm3^^scl010131^scl010131.3_12^exon_400^-27.9^318^10131,NM_016292.1
hHC023276,hcm3^^scl010437^scl010437.5_17^exon_400^-27.9^336^10437,NM_006332.3
hHC023277,hcm3^^scl010440^scl010440.6_6^exon_400^-27.9^339^10440,NM_006335.1
hHC023278,hcm3^^scl29969^scl29969.11_445^exon_800^-27.9^285^1056,NM_001807.2
hHC023279,hcm3^^scl58188^scl58188.17.1_26^island_400^-27.9^170^10841,NM_006657.2
hHC023280,hcm3^^scl22122^scl22122.11.1_62^island_1000^-27.9^869^10864,NM_006672.2
hHC023281,hcm3^^scl57038^scl57038.10.140_10^island_1200^-27.9^1185^10955,NM_198941.1
hHC023282,hcm3^^scl011024^scl011024.10_123^exon_1400^-27.9^1207^11024,NM_006863.1
hHC023283,hcm3^^scl0111^scl0111.1_46^exon_2400^-27.9^2284^111,NM_183357.1
hHC023284,hcm3^^scl011219^scl011219.1_8^exon_1000^-27.9^979^11219,-
hHC023285,hcm3^^scl0114299^scl0114299.6_27^exon_10200^-27.9^10137^114299,NM_053016.3
hHC023286,hcm3^^scl0114904^scl0114904.1_261^exon_400^-27.9^69^114904,NM_182486.1
hHR023287,hcm3^^scl00000116936^scl00000116936.1_0^exon_400^-27.9^1^116936,AJ238852.1
hHC023288,hcm3^^scl36383^scl36383.13.1_213^island_400^-27.9^118^120071,NM_152312.2
hHC023289,hcm3^^scl55435^scl55435.6_3^exon_1400^-27.9^1370^126432,NM_198445.1
hHC023290,hcm3^^scl58084^scl58084.2.1_29^island_800^-27.9^751^1291,NM_001848.1
hHC023291,hcm3^^scl01441^scl01441.1_117^exon_400^-27.9^213^1441,NM_156038.2
hHC023292,hcm3^^scl42169^scl42169.5.1_20^island_400^-27.9^311^145270,NM_178004.1
hHC023293,hcm3^^scl01476^scl01476.2_1^exon_400^-27.9^411^1476,NM_000100.2
hHC023294,hcm3^^scl0158056^scl0158056.25_47^exon_400^-27.9^283^158056,NM_206920.1
hHC023295,hcm3^^scl42677^scl42677.10_1^exon_800^-27.9^729^161424,-
hHC023296,hcm3^^scl46994^scl46994.10.1_144^island_400^-27.9^168^161931,NM_139174.2
hHC023297,hcm3^^scl0162466^scl0162466.1_228^exon_400^-27.9^102^162466,NM_178500.2
hHC023298,hcm3^^scl0162968^scl0162968.1_41^exon_400^-27.9^289^162968,-
hHC023299,hcm3^^scl55356^scl55356.1.22_111^island_600^-27.9^419^162979,-
hHC023300,hcm3^^scl47357^scl47357.10.8_19^island_800^-27.9^792^1877,NM_004424.3
hHC023301,hcm3^^scl01903^scl01903.1_55^exon_2800^-27.9^2675^1903,NM_005226.2
hHC023302,hcm3^^scl27952^scl27952.2.1_8^island_1000^-27.9^998^203076,XM_114621.4
hHR023303,hcm3^^scl00219848^scl00219848.1_31^exon_400^-27.9^299^219848,AK055281
hHC023304,hcm3^^scl0221421^scl0221421.5_23^exon_1600^-27.9^1599^221421,NM_152732.2
hHC023305,hcm3^^scl25535^scl25535.9_84^exon_800^-27.9^343^221938,-
hHC023306,hcm3^^scl5728^scl5728.12.1_0^island_1200^-27.9^1152^2268,NM_005248.1
hHC023307,hcm3^^scl25407^scl25407.8.1_9^island_400^-27.9^166^23148,XM_166571.3
hHC023308,hcm3^^scl30441^scl30441.27_2^exon_800^-27.9^792^23307,XM_376903.2
hHC023309,hcm3^^scl02533^scl02533.6_29^exon_6000^-27.9^5995^2533,NM_001465.3
hHC023310,hcm3^^scl36248^scl36248.7.1_35^island_400^-27.9^44^254187,NM_152762.1
hHR023311,hcm3^^scl00000256306^scl00000256306.1_43^exon_400^-27.9^287^256306,AK126856
hHC023312,hcm3^^scl025865^scl025865.1_94^exon_400^-27.9^236^25865,NM_016457.3
hHC023313,hcm3^^scl025876^scl025876.1_241^exon_400^-27.9^89^25876,NM_015417.2
hHC023314,hcm3^^scl50680^scl50680.5.1_14^island_800^-27.9^742^25979,NM_015510.3
hHC023315,hcm3^^scl026088^scl026088.14_30^exon_800^-27.9^756^26088,NM_013365.3
hHC023316,hcm3^^scl02648^scl02648.1_261^exon_400^-27.9^69^2648,NM_021078.1
hHR023317,hcm3^^scl0027105^scl0027105.1_306^exon_400^-27.9^24^27105,U79275
hHC023318,hcm3^^scl59514^scl59514.14_182^exon_800^-27.9^548^27128,NM_013385.2
hHC023319,hcm3^^scl5729^scl5729.4.1_128^island_600^-27.9^392^27245,XM_372774.2
hHC023320,hcm3^^scl9371^scl9371.8.1_7^island_1600^-27.9^1490^27248,NM_015701.2
hHR023321,hcm3^^scl0000028227^scl0000028227.1_25^exon_400^-27.9^305^28227,NM_013239.3
hHR023322,hcm3^^scl00000283065^scl00000283065.1_10^exon_400^-27.9^320^283065,BC029963
hHC023323,hcm3^^scl49723^scl49723.4.1_148^island_400^-27.9^183^284186,NM_178520.2
hHR023324,hcm3^^scl00284313^scl00284313.1_17^exon_800^-27.9^713^284313,AK096324
hHR023325,hcm3^^scl00284391^scl00284391.1_39^exon_400^-27.9^291^284391,AK027865
hHC023326,hcm3^^scl55492^scl55492.7.1_85^island_400^-27.9^246^284402,XM_378794.1
hHC023327,hcm3^^scl02879^scl02879.4_11^exon_400^-27.9^345^2879,NM_002085.1
hHC023328,hcm3^^scl51604^scl51604.3.1_3^island_800^-27.9^665^29090,NM_014177.1
hHC023329,hcm3^^scl22710^scl22710.7.1_84^island_400^-27.9^247^3108,NM_006120.2
hHC023330,hcm3^^scl03226^scl03226.1_29^exon_1200^-27.9^1109^3226,NM_017409.2
hHC023331,hcm3^^scl50325^scl50325.6.1_34^island_400^-27.9^297^339221,NM_178543.3
hHC023332,hcm3^^scl03394^scl03394.9_1^exon_400^-27.9^417^3394,NM_002163.2
hHC023333,hcm3^^scl59851^scl59851.10.1_168^island_400^-27.9^163^339451,-
hHR023334,hcm3^^scl00000340260^scl00000340260.1_26^exon_400^-27.9^304^340260,XM_294209
hHR023335,hcm3^^scl00000340578^scl00000340578.1_120^exon_400^-27.9^210^340578,NM_001013628
hHC023336,hcm3^^scl33229^scl33229.5.1_27^island_1000^-27.9^972^3601,NM_002189.2
hHC023337,hcm3^^scl55109^scl55109.17.1_29^island_400^-27.9^65^360200,NM_182973.1
hHC023338,hcm3^^scl46655^scl46655.33.1_27^island_800^-27.9^715^3801,NM_005550.2
hHC023339,hcm3^^scl03814^scl03814.2_144^exon_400^-27.9^186^3814,NM_002256.2
hHR023340,hcm3^^scl00387662^scl00387662.1_74^exon_600^-27.9^456^387662,XM_373456.3
hHR023341,hcm3^^scl00000391825^scl00000391825.1_15^exon_400^-27.9^239^391825,XM_498017
hHC023342,hcm3^^scl03925^scl03925.1_4^exon_800^-27.9^726^3925,NM_005563.3
hHR023343,hcm3^^scl00000400852^scl00000400852.1_30^exon_400^-27.9^300^400852,XM_378993
hHR023344,hcm3^^scl00000401740^scl00000401740.1_30^exon_600^-27.9^500^401740,XM_377305
hHC023345,hcm3^^scl38937^scl38937.84.3_11^island_1400^-27.9^1346^4035,NM_002332.1
hHC023346,hcm3^^scl04157^scl04157.1_106^exon_400^-27.9^224^4157,NM_002386.2
hHC023347,hcm3^^scl35714^scl35714.9.39_19^island_1000^-27.9^986^4296,NM_002419.3
hHR023348,hcm3^^scl00000440020^scl00000440020.1_101^exon_400^-27.9^229^440020,XM_495859
hHR023349,hcm3^^scl00000440197^scl00000440197.1_146^exon_400^-27.9^184^440197,XM_496005
hHR023350,hcm3^^scl00000441470^scl00000441470.1_146^exon_400^-27.9^184^441470,XM_497079
hHR023351,hcm3^^scl00000441552^scl00000441552.1_291^exon_400^-27.9^39^441552,XM_497220
hHR023352,hcm3^^scl00000441610^scl00000441610.1_84^exon_400^-27.9^246^441610,XM_499194
hHR023353,hcm3^^scl00000441781^scl00000441781.1_94^exon_400^-27.9^190^441781,XM_497526
hHR023354,hcm3^^scl00000441839^scl00000441839.1_143^exon_400^-27.9^72^441839,XM_497608
hHR023355,hcm3^^scl00000441868^scl00000441868.1_35^exon_400^-27.9^295^441868,XM_497647
hHR023356,hcm3^^scl00000442251^scl00000442251.1_50^exon_400^-27.9^280^442251,XM_498135
hHR023357,hcm3^^scl00000442279^scl00000442279.1_68^exon_400^-27.9^262^442279,XM_499228
hHC023358,hcm3^^scl04489^scl04489.1_1^exon_400^-27.9^350^4489,NM_005946.1
hHR023359,hcm3^^scl000004590^scl000004590.1_46^exon_400^-27.9^284^4590,AY945262
hHR023360,hcm3^^scl004680^scl004680.1_54^exon_1600^-27.9^1476^4680,NM_002483
hHC023361,hcm3^^scl27846^scl27846.6_409^exon_800^-27.9^321^51125,NM_001002296.1
hHC023362,hcm3^^scl051540^scl051540.13_32^exon_400^-27.9^298^51540,NM_016510.3
hHC023363,hcm3^^scl05211^scl05211.22_237^exon_400^-27.9^93^5211,NM_001002021.1
hHC023364,hcm3^^scl57311^scl57311.3.1_8^island_400^-27.9^143^5266,NM_002638.2
hHC023365,hcm3^^scl32749^scl32749.9.1_104^island_400^-27.9^45^53828,NM_173160.2
hHC023366,hcm3^^scl054620^scl054620.4_144^exon_400^-27.9^186^54620,NM_019085.1
hHC023367,hcm3^^scl55754^scl55754.15.1_5^island_400^-27.9^326^54760,NM_017573.2
hHC023368,hcm3^^scl054982^scl054982.1_176^exon_400^-27.9^154^54982,-
hHC023369,hcm3^^scl9969^scl9969.3_30^exon_1200^-27.9^1100^550,-
hHC023370,hcm3^^scl44531^scl44531.19.1_11^island_1200^-27.9^1201^55055,NM_017975.2
hHR023371,hcm3^^scl005516^scl005516.1_118^exon_800^-27.9^612^5516,NM_004156
hHC023372,hcm3^^scl54590^scl54590.16_118^exon_800^-27.9^612^5518,NM_014225.3
hHC023373,hcm3^^scl39361^scl39361.1.46_1^island_800^-27.9^687^55967,NM_018838.3
hHC023374,hcm3^^scl42680^scl42680.9.1_3^island_1000^-27.9^829^5720,NM_006263.2
hHC023375,hcm3^^scl8894^scl8894.7_14^exon_1600^-27.9^1542^57624,XM_041126.7
hHC023376,hcm3^^scl25123^scl25123.5.1_30^island_800^-27.9^746^5764,NM_002825.5
hHR023377,hcm3^^scl0000057729^scl0000057729.1_252^exon_400^-27.9^78^57729,XM_290923.3
hHC023378,hcm3^^scl0587^scl0587.2_5^exon_400^-27.9^400^587,NM_001190.2
hHC023379,hcm3^^scl51823^scl51823.1.8_30^island_1000^-27.9^900^6014,NM_002930.1
hHC023380,hcm3^^scl36219^scl36219.14.1_8^island_800^-27.9^742^6199,NM_003952.2
hHC023381,hcm3^^scl5739^scl5739.3_13^exon_1200^-27.9^1123^63906,NM_022078.1
hHC023382,hcm3^^scl10080^scl10080.14.348_5^island_1400^-27.9^1316^64225,NM_022374.1
hHC023383,hcm3^^scl22626^scl22626.5.1_11^island_1200^-27.9^1120^65989,NM_206539.1
hHC023384,hcm3^^scl06876^scl06876.3_30^exon_600^-27.9^577^6876,NM_001001522.1
hHC023385,hcm3^^scl07204^scl07204.40_58^exon_800^-27.9^672^7204,NM_007118.2
hHC023386,hcm3^^scl36159^scl36159.16.1_100^island_400^-27.9^28^726,NM_004055.3
hHC023387,hcm3^^scl15688^scl15688.1.98_16^island_1200^-27.9^1016^7469,-
hHC023388,hcm3^^scl55512^scl55512.7_598^exon_800^-27.9^132^7594,NM_003423.2
hHC023389,hcm3^^scl079068^scl079068.2_14^exon_1200^-27.9^1187^79068,XM_051200.7
hHC023390,hcm3^^scl8913^scl8913.1_9^exon_1000^-27.9^913^79137,-
hHC023391,hcm3^^scl07919^scl07919.9_29^exon_1200^-27.9^1166^7919,NM_080598.3
hHC023392,hcm3^^scl081631^scl081631.4_76^exon_800^-27.9^654^81631,NM_022818.3
hHC023393,hcm3^^scl46624^scl46624.7.1_111^island_400^-27.9^220^84080,NM_032140.1
hHR023394,hcm3^^scl0000084191^scl0000084191.1_110^exon_600^-27.9^420^84191,NM_001014812.1
hHC023395,hcm3^^scl55065^scl55065.5.1_9^island_600^-27.9^522^84266,NM_032306.2
hHC023396,hcm3^^scl084522^scl084522.2_35^exon_600^-27.9^495^84522,NM_032492.2
hHC023397,hcm3^^scl5874^scl5874.9_102^exon_800^-27.9^628^8764,NM_003820.2
hHC023398,hcm3^^scl39176^scl39176.17.41_29^island_600^-27.9^552^8798,NM_003845.1
hHC023399,hcm3^^scl08886^scl08886.13_114^exon_4000^-27.9^3816^8886,NM_006773.3
hHC023400,hcm3^^scl09091^scl09091.9_328^exon_400^-27.9^2^9091,NM_004204.2
hHC023401,hcm3^^scl51909^scl51909.13.1_7^island_800^-27.9^804^9150,NM_048368.2
hHC023402,hcm3^^scl36227^scl36227.12_148^exon_800^-27.9^582^91683,NM_177963.2
hHC023403,hcm3^^scl4859^scl4859.4_125^exon_800^-27.9^605^93190,-
hHC023404,hcm3^^scl093621^scl093621.3_305^exon_400^-27.9^25^93621,NM_033296.1
hHC023405,hcm3^^scl095^scl095.15_52^exon_400^-27.9^170^95,-
hHC023406,hcm3^^scl30310^scl30310.9.1_130^island_800^-27.9^601^954,NM_001246.2
hHC023407,hcm3^^scl30227^scl30227.13.1_28^island_400^-27.9^325^9853,NM_014806.1
hHC023408,hcm3^^scl010066^scl010066.1_3^exon_1200^-28^1150^10066,NM_005697.3
hHC023409,hcm3^^scl38960^scl38960.2.268_7^island_800^-28^804^10220,NM_005811.2
hHR023410,hcm3^^scl000001057^scl000001057.1_83^exon_400^-28^247^1057,L14813
hHR023411,hcm3^^scl001057^scl001057.1_18^exon_400^-28^312^1057,NR_001275
hHC023412,hcm3^^scl50001^scl50001.8_411^exon_800^-28^319^10609,NM_006455.2
hHC023413,hcm3^^scl57496^scl57496.15.1_10^island_600^-28^521^10616,NM_031228.1
hHC023414,hcm3^^scl18487^scl18487.15.1_108^island_600^-28^423^10636,NM_006480.4
hHC023415,hcm3^^scl010809^scl010809.1_209^exon_400^-28^121^10809,-
hHC023416,hcm3^^scl4641^scl4641.17.13_27^island_1200^-28^1202^11004,NM_006845.2
hHC023417,hcm3^^scl01114^scl01114.4_10^exon_400^-28^406^1114,NM_001819.1
hHC023418,hcm3^^scl35951^scl35951.1_15^exon_1200^-28^1140^116969,NM_053017.2
hHC023419,hcm3^^scl47339^scl47339.3_377^exon_800^-28^353^124222,NM_152341.2
hHR023420,hcm3^^scl00000124685^scl00000124685.1_74^exon_400^-28^256^124685,XM_064265
hHR023421,hcm3^^scl00000126435^scl00000126435.1_323^exon_400^-28^7^126435,XM_059047
hHR023422,hcm3^^scl00000127550^scl00000127550.1_26^exon_400^-28^304^127550,XM_060537
hHC023423,hcm3^^scl0128859^scl0128859.10_41^exon_400^-28^289^128859,NM_174897.1
hHC023424,hcm3^^scl10149^scl10149.4.1_0^island_600^-28^531^130497,-
hHR023425,hcm3^^scl000001345^scl000001345.1_82^exon_400^-28^248^1345,NM_004374
hHC023426,hcm3^^scl01384^scl01384.1_256^exon_400^-28^74^1384,NM_144782.1
hHR023427,hcm3^^scl00000139193^scl00000139193.1_330^exon_400^-28^0^139193,XM_498363
hHR023428,hcm3^^scl00000147658^scl00000147658.1_258^exon_400^-28^72^147658,XM_496320.1
hHC023429,hcm3^^scl12926^scl12926.10.1_32^island_600^-28^499^151903,NM_144716.1
hHR023430,hcm3^^scl00000158228^scl00000158228.1_144^exon_2800^-28^2586^158228,BC036230
hHC023431,hcm3^^scl0158228^scl0158228.1_6^exon_2800^-28^2724^158228,XM_379636.2
hHC023432,hcm3^^scl18389^scl18389.7.1_58^island_400^-28^273^167127,NM_174914.2
hHC023433,hcm3^^scl44421^scl44421.4.1_30^island_800^-28^742^176,NM_013227.1
hHC023434,hcm3^^scl01785^scl01785.21_303^exon_400^-28^27^1785,NM_001005362.1
hHC023435,hcm3^^scl0200261^scl0200261.2_0^exon_400^-28^388^200261,NM_182535.1
hHR023436,hcm3^^scl00203274^scl00203274.1_111^exon_1200^-28^1019^203274,AL117607
hHC023437,hcm3^^scl02145^scl02145.1_81^exon_2200^-28^2049^2145,NM_001991.2
hHC023438,hcm3^^scl0221823^scl0221823.1_300^exon_400^-28^30^221823,NM_175886.2
hHC023439,hcm3^^scl4182^scl4182.37_5^exon_800^-28^725^23215,NM_015172.2
hHC023440,hcm3^^scl023386^scl023386.1_4^exon_1400^-28^1334^23386,NM_015332.2
hHC023441,hcm3^^scl023432^scl023432.1_12^exon_800^-28^788^23432,NM_153832.1
hHC023442,hcm3^^scl30528^scl30528.4_17^exon_1600^-28^1513^23552,NM_178432.1
hHC023443,hcm3^^scl02356^scl02356.15_108^exon_400^-28^222^2356,NM_001018078.1
hHC023444,hcm3^^scl35645^scl35645.25_6^exon_1000^-28^1003^26005,-
hHC023445,hcm3^^scl36432^scl36432.12.1_1^island_1400^-28^1275^2620,NM_177553.1
hHC023446,hcm3^^scl36356^scl36356.1.182_62^island_1400^-28^1268^280636,NM_170746.2
hHR023447,hcm3^^scl00283126^scl00283126.1_21^exon_400^-28^309^283126,AK094403
hHC023448,hcm3^^scl39192^scl39192.2_27^exon_1200^-28^1142^399983,-
